G217B gene name	G217B Annotation	G217B transcript	G217B predicted gene	G217B Pfam accession	G217B Pfam name	G217B Pfam description	Y footprint FPKM	H footprint FPKM	Y mRNA FPKM	H mRNA FPKM	Y footprint counts	H footprint counts	Y mRNA counts	H mRNA counts	Longer Leader	Leader Category	Y TE	H TE	mRNA Y/H
	conserved protein of unknown function	ucsf_hc.01_1.G217B.09782	HISTO_ZL.Contig1161e.eannot.1247.final_new				2.694533429621473	3.292531118547965	7.51006418494478	6.722316604686608	38.0	45.0	1589.0	765.0			-4.305055900521365	-2.8765660587517217	0.6586587954373657
GET1	CHD5 domain-containing protein, GET1	ucsf_hc.01_1.G217B.09785	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.40.final_new	PF04420.9|PF15619.1|PF08302.6|PF06013.7	CHD5|Lebercilin|tRNA_lig_CPD|WXG100	CHD5-like protein|Ciliary protein causing Leber congenital amaurosis disease|Fungal tRNA ligase phosphodiesterase domain|Proteins of 100 residues with WXG	5.517703744818582	5.2723137804427145	5.943647350684577	5.581469561395817	200.0	132.0	399.0	258.0			0.08453124893594621	0.24406364643381817	0.23308900446795278
GAR2	ribosomal biogenesis protein Gar2	ucsf_hc.01_1.G217B.09787	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.42.final_new	PF00076.17|PF14259.1|PF13893.1|PF14605.1	RRM_1|RRM_6|RRM_5|Nup35_RRM_2	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Nup53/35/40-type RNA recognition motif	8.391161977108668	7.923262065019287	8.471470809037834	8.14937273563913	3472.0	1964.0	5451.0	3624.0			0.43016602287277506	0.3271087567670783	0.19300928857789756
	SMN domain-containing protein	ucsf_hc.01_1.G217B.09791	HISTO_ZL.Contig1161e-snap.12.final_new	PF06003.7|PF09805.4	SMN|Nop25	Survival motor neuron protein (SMN)|Nucleolar protein 12 (25kDa)	6.882276177114438	6.255888469550486	7.000113140247668	6.987135773398501	440.0	223.0	709.0	584.0			0.39263789166871055	-0.17802787646109408	-0.1161114179716396
CHL4	CHL4 family chromosome segregation protein	ucsf_hc.01_1.G217B.09795	HISTO_ZL.Contig1161e.eannot.1268.final_new	PF05238.8|PF03066.10|PF04546.8|PF10446.4|PF05642.6|PF14812.1	CENP-N|Nucleoplasmin|Sigma70_ner|DUF2457|Sporozoite_P67|PBP1_TM	Kinetochore protein CHL4 like|Nucleoplasmin|Sigma-70, non-essential region|Protein of unknown function (DUF2457)|Sporozoite P67 surface antigen|Transmembrane domain of transglycosylase PBP1 at N-terminal	4.795564543921107	4.1874386826738945	5.327772580401834	5.008658768787959	339.0	174.0	728.0	485.0			-0.021733181678785574	-0.26800065872714374	0.19002502679306765
	RING finger domain-containing protein	ucsf_hc.01_1.G217B.09797	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.71.final_new	PF13639.1|PF12861.2|PF04434.12|PF11793.3|PF14634.1|PF12678.2|PF00628.24|PF14570.1|PF13920.1|PF13923.1	zf-RING_2|zf-Apc11|SWIM|FANCL_C|zf-RING_5|zf-rbx1|PHD|zf-RING_4|zf-C3HC4_3|zf-C3HC4_2	Ring finger domain|Anaphase-promoting complex subunit 11 RING-H2 finger|SWIM zinc finger|FANCL C-terminal domain|zinc-RING finger domain|RING-H2 zinc finger|PHD-finger|RING/Ubox like zinc-binding domain|Zinc finger, C3HC4 type (RING finger)|Zinc finger, C3HC4 type (RING finger)	6.825202923685238	4.776916664517544	6.6108447394721725	5.055327545585653	793.0	150.0	1015.0	287.0			0.7248330390150062	0.2748085463188117	1.4264284090657124
	bZIP transcription factor (MetR)	ucsf_hc.01_1.G217B.09801	HISTO_ZL.Contig1161e.Fgenesh_histo.61.final_new	PF07716.10|PF00170.16|PF05812.7|PF12072.3|PF07246.6|PF13334.1|PF10779.4	bZIP_2|bZIP_1|Herpes_BLRF2|DUF3552|Phlebovirus_NSM|DUF4094|XhlA	Basic region leucine zipper|bZIP transcription factor|Herpesvirus BLRF2 protein|Domain of unknown function (DUF3552)|Phlebovirus nonstructural protein NS-M|Domain of unknown function (DUF4094)|Haemolysin XhlA	8.657468924116335	7.996882348459452	7.900449718326054	7.27164170953512	2473.0	1224.0	2173.0	1168.0			1.2674940605922225	1.2784600663112524	0.4997192239701267
RIM20	pH-response regulator protein palA/RIM20	ucsf_hc.01_1.G217B.09802	HISTO_ZL.Contig1161e.Fgenesh_histo.62.final_new	PF03097.13|PF13949.1|PF04277.8	BRO1|ALIX_LYPXL_bnd|OAD_gamma	BRO1-like domain|ALIX V-shaped domain binding to HIV|Oxaloacetate decarboxylase, gamma chain	5.361430877445057	4.7120307915786555	5.850434201944173	5.418081841920224	832.0	415.0	1734.0	1068.0			0.021471530302825226	-0.1528316229546478	0.3032635752031423
	mitochondrial carrier protein	ucsf_hc.01_1.G217B.09803	HISTO_ZL.Contig1161e-snap.17.final_new	PF00153.22|PF04684.8|PF09606.5|PF02377.10|PF13779.1|PF12090.3|PF06112.6|PF10265.4	Mito_carr|BAF1_ABF1|Med15|Dishevelled|DUF4175|Spt20|Herpes_capsid|DUF2217	Mitochondrial carrier protein|BAF1 / ABF1 chromatin reorganising factor|ARC105 or Med15 subunit of Mediator complex non-fungal|Dishevelled specific domain|Domain of unknown function (DUF4175)|Spt20 family|Gammaherpesvirus capsid protein|Uncharacterized conserved protein (DUF2217)	4.549931466281738	3.4393353053186964	6.377434754524393	5.767158380511884	207.0	75.0	1091.0	594.0			-1.3170284334407145	-1.7746036478062663	0.4811875891917028
	nonspecific lipid-transfer protein	ucsf_hc.01_1.G217B.09804	HISTO_ZL.Contig1161e-snap.18.final_new	PF02803.13|PF08545.5|PF00108.18|PF00109.21|PF02801.17	Thiolase_C|ACP_syn_III|Thiolase_N|ketoacyl-synt|Ketoacyl-synt_C	Thiolase, C-terminal domain|3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III|Thiolase, N-terminal domain|Beta-ketoacyl synthase, N-terminal domain|Beta-ketoacyl synthase, C-terminal domain	6.015765043021759	5.3136211394956145	6.7052880052261425	5.425967667129418	628.0	302.0	1504.0	515.0			-0.1790481074024428	0.44087289975311705	1.1502315532759173
	DUF974 domain-containing protein	ucsf_hc.01_1.G217B.09805	HISTO_ZL.Contig1161e.eannot.1269.final_new	PF06159.8	DUF974	Protein of unknown function (DUF974)	5.302279929286631	4.171916410559843	6.615737723782134	5.2231902734447555	291.0	104.0	1074.0	340.0			-0.8029829396935617	-0.4980544354979912	1.2634586655165716
	dDENN domain-containing protein, no start met	ucsf_hc.01_1.G217B.09808	HISTO_ZL.Contig1161e.genewise.40.final_new	PF02141.16|PF03456.13|PF03455.14|PF00130.17|PF03107.11|PF00628.24|PF07649.7|PF13831.1|PF14446.1|PF04438.11	DENN|uDENN|dDENN|C1_1|C1_2|PHD|C1_3|PHD_2|Prok-RING_1|zf-HIT	DENN (AEX-3) domain|uDENN domain|dDENN domain|Phorbol esters/diacylglycerol binding domain (C1 domain)|C1 domain|PHD-finger|C1-like domain|PHD-finger|Prokaryotic RING finger family 1|HIT zinc finger	5.600264547452964	5.038209210748387	5.366907308929705	5.160932649191922	1136.0	602.0	1435.0	1034.0			0.7438320933251998	0.4304959889433855	0.07688587491697607
	conserved protein of unknown function	ucsf_hc.01_1.G217B.09809	HISTO_ZL.Contig1161e-snap.21.final_new	PF13391.1	HNH_2	HNH endonuclease	6.188899851495915	4.448335083398243	8.057444531937579	7.091650060397923	504.0	118.0	2733.0	1163.0			-1.3580698256397228	-2.0900955496127587	0.8367056867188492
	conserved protein of unknown function	ucsf_hc.01_1.G217B.09810	HISTO_ZL.Contig1161e.Fgenesh_histo.80.final_new				6.851100281231261	5.91442018826748	6.463285733110711	6.246425542170268	1030.0	421.0	1169.0	836.0			0.8982894029224915	0.22121407348413236	0.08777140611963574
MLH3	DNA mismatch repair protein	ucsf_hc.01_1.G217B.09811	HISTO_ZL.Contig1161e.Fgenesh_histo.81.final_new	PF13589.1|PF08676.6|PF02518.21	HATPase_c_3|MutL_C|HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase|MutL C terminal dimerisation domain|Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	2.459997556894607	1.4232797099028438	5.212702616348297	4.473421603297836	118.0	45.0	1181.0	588.0			-2.242230204651749	-2.496922466008071	0.6101922282296544
		ucsf_hc.01_1.G217B.09812		PF07740.7	Toxin_12	Ion channel inhibitory toxin		5.475847174527846	2.695719837240991	7.15144288789752	0.0	76.0	21.0	383.0				-1.122376285982753	-4.5848118354773355
	homoserine kinase	ucsf_hc.01_1.G217B.09822	HISTO_ZL.Contig1161e.eannot.1273.final_new	PF00288.21|PF08544.8	GHMP_kinases_N|GHMP_kinases_C	GHMP kinases N terminal domain|GHMP kinases C terminal	5.109136970394747	6.051923712017414	5.981635325661849	6.414710459465432	256.0	385.0	696.0	781.0			-0.3620235004651611	0.1904326799389029	-0.5621639186243899
NUT1	RNA polymerase II mediator complex subunit Nut1	ucsf_hc.01_1.G217B.09823	HISTO_ZL.Contig1161e-snap.27.final_new	PF08689.5	Med5	Mediator complex subunit Med5	5.47683383461678	5.192504180974567	7.146471692487123	6.584435676624577	990.0	636.0	4677.0	2633.0			-1.1591630030684015	-0.8387120682630886	0.43294723104173904
NAM7	ATP-dependent helicase NAM7	ucsf_hc.01_1.G217B.09828	HISTO_ZL.Contig1161e.eannot.1300.final_new	PF09416.5|PF13087.1|PF13086.1|PF13245.1|PF13604.1|PF04851.10|PF01443.13|PF09848.4|PF00580.16|PF05127.9|PF05970.9|PF00270.24|PF08069.7|PF06745.8|PF13481.1|PF01656.18|PF13401.1|PF00437.15|PF02562.11|PF00004.24	UPF1_Zn_bind|AAA_12|AAA_11|AAA_19|AAA_30|ResIII|Viral_helicase1|DUF2075|UvrD-helicase|Helicase_RecD|PIF1|DEAD|Ribosomal_S13_N|KaiC|AAA_25|CbiA|AAA_22|T2SE|PhoH|AAA	RNA helicase (UPF2 interacting domain)|AAA domain|AAA domain|Part of AAA domain|AAA domain|Type III restriction enzyme, res subunit|Viral (Superfamily 1) RNA helicase|Uncharacterized conserved protein (DUF2075)|UvrD/REP helicase N-terminal domain|Helicase|PIF1-like helicase|DEAD/DEAH box helicase|Ribosomal S13/S15 N-terminal domain|KaiC|AAA domain|CobQ/CobB/MinD/ParA nucleotide binding domain|AAA domain|Type II/IV secretion system protein|PhoH-like protein|ATPase family associated with various cellular activities (AAA)	6.983403756401844	6.470656000070043	6.050318599453124	5.793203076197022	2947.0	1616.0	2292.0	1594.0			1.443560011750661	1.2306723512599413	0.12802673843529533
IMP4	U3 small nucleolar ribonucleoprotein IMP4	ucsf_hc.01_1.G217B.09829	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.15.final_new	PF04427.13	Brix	Brix domain	6.4691482678442265	6.376455167083493	7.17145838016826	6.956447420049941	567.0	416.0	1370.0	981.0			-0.1918352575220923	-0.026772825579527648	0.08592217529751167
	class V chitin synthase	ucsf_hc.01_1.G217B.09837	HISTO_ZL.Contig1161e.eannot.1276.final_new	PF03142.10|PF00063.16|PF00173.23|PF13632.1|PF08766.6|PF13641.1|PF13506.1|PF00535.21	Chitin_synth_2|Myosin_head|Cyt-b5|Glyco_trans_2_3|DEK_C|Glyco_tranf_2_3|Glyco_transf_21|Glycos_transf_2	Chitin synthase|Myosin head (motor domain)|Cytochrome b5-like Heme/Steroid binding domain|Glycosyl transferase family group 2|DEK C terminal domain|Glycosyltransferase like family 2|Glycosyl transferase family 21|Glycosyl transferase family 2	7.119354759491685	7.1076236338416985	6.464321444639103	6.352971250424765	5233.0	4061.0	4935.0	3797.0			1.1655081696545229	1.3078718108038547	-0.017738590606468208
	 alkaline serine protease, subtilisin-like 	ucsf_hc.01_1.G217B.09838	HISTO_ZL.Contig1161e.eannot.1228.final_new	PF00082.17|PF05922.11	Peptidase_S8|Inhibitor_I9	Subtilase family|Peptidase inhibitor I9	-3.3100166373563287	6.1629965414075825	3.874425724225514	6.279679644432941	1.0	556.0	216.0	951.0			-6.673967506779901	0.43653632436156276	-2.5343427050282337
	phospholipase D Active site domain-containing protein, no start met	ucsf_hc.01_1.G217B.09840	HISTO_ZL.Contig1161e.genewise.6.final_new	PF13091.1|PF00614.17|PF11495.3	PLDc_2|PLDc|Regulator_TrmB	PLD-like domain|Phospholipase D Active site motif|Archaeal transcriptional regulator TrmB	0.7674927298645866	-0.35236635242742237	5.124944043011781	3.6903960106019724	25.0	9.0	761.0	234.0			-3.8469764583452535	-3.489542935642474	1.3054592475890017
	acetolactate synthase	ucsf_hc.01_1.G217B.09841	HISTO_ZL.Contig1161e.eannot.1277.final_new	PF02776.13|PF00205.17|PF02775.16|PF14053.1|PF02005.11	TPP_enzyme_N|TPP_enzyme_M|TPP_enzyme_C|DUF4248|TRM	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain|Thiamine pyrophosphate enzyme, central domain|Thiamine pyrophosphate enzyme, C-terminal TPP binding domain|Domain of unknown function (DUF4248)|N2,N2-dimethylguanosine tRNA methyltransferase	7.756526323330851	7.264492342275545	6.920837684219507	6.583959934283361	2745.0	1527.0	2284.0	1503.0			1.3461634939132847	1.2337518353791053	0.2077889651153395
	conserved protein of unknown function	ucsf_hc.01_1.G217B.09842	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.59.final_new				-2.5191367015997397	3.277878900289392	2.7048340241687403	6.155968508435324	2.0	87.0	111.0	1009.0				-2.3248701807590106	-3.5802232690873903
	 Cut9 interacting protein Scn1, TatD DNase family protein 	ucsf_hc.01_1.G217B.09843	HISTO_ZL.Contig1161e.eannot.1232.final_new	PF01026.16	TatD_DNase	TatD related DNase	3.0703820954416665	2.2911876706186054	2.3432114511725874	2.537295000247605	68.0	31.0	61.0	58.0			1.2376454990710202		
	conserved protein of unknown function	ucsf_hc.01_1.G217B.09844	HISTO_ZL.Contig1161e.Fgenesh_histo.50.final_new	PF03772.11	Competence	Competence protein	4.296135485196	2.6216384390396335	5.787974622868717	5.280106826221292	102.0	25.0	426.0	249.0			-0.9813642828707754	-2.105248959794738	0.37877901182661766
MCM3	DNA replication licensing factor MCM3	ucsf_hc.01_1.G217B.09848	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.80.final_new	PF00493.18|PF14551.1|PF01078.16|PF07726.6	MCM|MCM_N|Mg_chelatase|AAA_3	MCM2/3/5 family|MCM N-terminal domain|Magnesium chelatase, subunit ChlI|ATPase family associated with various cellular activities (AAA)	5.79094231667631	5.414111561096983	4.693250173229816	4.822384468710187	1029.0	620.0	714.0	649.0			1.6081669982484352	1.1449465197737174	-0.25822308030117735
CYA5	translation regulator (Cya5)	ucsf_hc.01_1.G217B.09849	HISTO_ZL.Contig1161e-snap.39.final_new	PF13812.1|PF13041.1|PF01535.15|PF12854.2|PF13432.1|PF13428.1	PPR_3|PPR_2|PPR|PPR_1|TPR_16|TPR_14	Pentatricopeptide repeat domain|PPR repeat family|PPR repeat|PPR repeat|Tetratricopeptide repeat|Tetratricopeptide repeat	2.235575369183369	1.64550070995729	4.440957068457574	4.497823797885527	152.0	79.0	1041.0	900.0			-1.6949068444722637	-2.299103660541316	-0.1859555142487599
SRP68	signal recognition particle 68	ucsf_hc.01_1.G217B.09850	HISTO_ZL.Contig1161e.genewise.48.final_new				6.419400177291021	6.027505159424198	6.019559689099826	6.054553982542515	1179.0	703.0	1327.0	1130.0			0.9103153429931363	0.5261706042686036	-0.16408307826349589
	cytochrome P450 sterol C-22 desaturase	ucsf_hc.01_1.G217B.09853	HISTO_ZL.Contig1161e.Fgenesh_histo.57.final_new	PF00067.17	p450	Cytochrome P450	8.904035885450352	7.146447312440922	8.14105992924202	6.984203578555148	5411.0	1252.0	4735.0	1765.0			1.2734508110102722	0.7154631612726954	1.0277675658660659
	eukaryotic translation initiation factor 5B	ucsf_hc.01_1.G217B.09855	HISTO_ZL.Contig1161e.fgenesh_plus.10.final_new	PF00009.22|PF11987.3|PF03144.20|PF01926.18|PF08477.8|PF03029.12|PF14578.1|PF13191.1	GTP_EFTU|IF-2|GTP_EFTU_D2|MMR_HSR1|Miro|ATP_bind_1|GTP_EFTU_D4|AAA_16	Elongation factor Tu GTP binding domain|Translation-initiation factor 2|Elongation factor Tu domain 2|50S ribosome-binding GTPase|Miro-like protein|Conserved hypothetical ATP binding protein|Elongation factor Tu domain 4|AAA ATPase domain	7.342881832198642	6.43141376531264	5.993934695664499	6.04707917132354	3688.0	1534.0	2150.0	1854.0			1.859421991336084	0.9375540213760205	-0.18223326047984845
	thermotolerance protein	ucsf_hc.01_1.G217B.09857	HISTO_ZL.Contig1161e.fgenesh_plus.11.final_new	PF10433.4	MMS1_N	Mono-functional DNA-alkylating methyl methanesulfonate N-term	3.297313676393282	3.7865027133467426	4.9182014762912605	5.482877656178046	275.0	302.0	1256.0	1544.0			-1.1104129450960372	-1.1431555154443829	-0.6937649647075927
GYP10	GTPase-activating protein GYP10	ucsf_hc.01_1.G217B.09859	HISTO_ZL.Contig1161e.eannot.1288.final_new	PF00566.13	RabGAP-TBC	Rab-GTPase-TBC domain	3.4693535500064834	4.689674267158059	5.217827754439881	6.206494643278498	96.0	175.0	479.0	790.0			-1.2379993496314565	-0.963600948733518	-1.117755673659424
	Yip1 domain-containing family	ucsf_hc.01_1.G217B.09860	HISTO_ZL.Contig1161e.eannot.1290.final_new	PF04893.12|PF05425.8|PF11085.3	Yip1|CopD|YqhR	Yip1 domain|Copper resistance protein D|Conserved membrane protein YqhR	7.267684581844908	6.44311446934189	7.307093117526149	6.64612909363351	996.0	440.0	1520.0	799.0			0.4710663191207005	0.3502048030953011	0.531875239071832
	polyubiquitin	ucsf_hc.01_1.G217B.09861	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.88.final_new	PF00240.18|PF01020.12|PF11976.3|PF14560.1|PF13019.1|PF13881.1|PF10302.4|PF11069.3|PF13085.1	ubiquitin|Ribosomal_L40e|Rad60-SLD|Ubiquitin_2|Telomere_Sde2|Rad60-SLD_2|DUF2407|DUF2870|Fer2_3	Ubiquitin family|Ribosomal L40e family|Ubiquitin-2 like Rad60 SUMO-like|Ubiquitin-like domain|Telomere stability and silencing|Ubiquitin-2 like Rad60 SUMO-like|DUF2407 ubiquitin-like domain|Protein of unknown function (DUF2870)|2Fe-2S iron-sulfur cluster binding domain	9.326048569878177	10.562777770277146	9.551190886810279	10.513541219235172	1741.0	3210.0	3022.0	4894.0			0.28533253786983925	0.6024559784288943	-1.0914391172457005
RRN7	RNA polymerase I specific transcription initiation factor Rrn7	ucsf_hc.01_1.G217B.09862	HISTO_ZL.Contig1161e.Fgenesh_histo.75.final_new	PF11781.3	RRN7	RNA polymerase I-specific transcription initiation factor Rrn7	4.938152675306944	3.526690034984371	6.102549956998555	5.29751243895808	204.0	60.0	679.0	323.0			-0.6539224268896695	-1.2176029765867882	0.6759487332196681
	eukaryotic translation initiation factor 5A-2	ucsf_hc.01_1.G217B.09863	HISTO_ZL.Contig1161e.eannot.1255.final_new	PF01287.15|PF00467.24|PF08207.7|PF00072.19	eIF-5a|KOW|EFP_N|Response_reg	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold|KOW motif|Elongation factor P (EF-P) KOW-like domain|Response regulator receiver domain	10.001745778034111	10.77332786903288	9.244887513221604	9.95683786247887	3498.0	4672.0	3074.0	4185.0			1.2673331196144484	1.3697094339409297	-0.8410391340780734
VPS52	Vps52/Sac2 family protein	ucsf_hc.01_1.G217B.09864	HISTO_ZL.Contig1161e-snap.47.final_new	PF04129.7|PF09763.4|PF10498.4|PF04156.9	Vps52|Sec3_C|IFT57|IncA	Vps52 / Sac2 family|Exocyst complex component Sec3|Intra-flagellar transport protein 57|IncA protein	4.4545099183313885	3.879996357663954	6.144405074414293	5.904994441217509	335.0	176.0	1605.0	1130.0			-1.1794203012809636	-1.4717786561666344	0.11032184837597736
	polyadenylate-binding protein	ucsf_hc.01_1.G217B.09867	HISTO_ZL.Contig1161e.Fgenesh_histo.79.final_new	PF00076.17|PF14259.1|PF13893.1|PF00658.13|PF11761.3|PF14605.1|PF11608.3|PF08206.6	RRM_1|RRM_6|RRM_5|PABP|CbiG_mid|Nup35_RRM_2|Limkain-b1|OB_RNB	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif (a.k.a. RRM, RBD, or RNP domain)|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Poly-adenylate binding protein, unique domain|Cobalamin biosynthesis central region|Nup53/35/40-type RNA recognition motif|Limkain b1|Ribonuclease B OB domain	8.435736992996105	8.099396705483521	6.105663234714463	6.915245798894907	5753.0	3565.0	1699.0	2475.0			2.8405486130835835	1.7373703339755346	-0.9386713490012513
	HECT-domain (ubiquitin-transferase) domain-containing protein	ucsf_hc.01_1.G217B.09868	HISTO_ZL.Contig1161e.fgenesh_plus.25.final_new	PF00632.20|PF00612.22	HECT|IQ	HECT-domain (ubiquitin-transferase)|IQ calmodulin-binding motif	5.222819950169147	5.01176830258063	5.5232073885755435	5.448362905697413	975.0	659.0	1783.0	1407.0			0.21008741639554485	0.11662482427013732	-0.05424430194267682
YML27	50S ribosomal protein YmL27	ucsf_hc.01_1.G217B.09869	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.8.final_new	PF09809.4|PF14661.1	MRP-L27|HAUS6_N	Mitochondrial ribosomal protein L27|HAUS augmin-like complex subunit 6 N-terminus	6.802708919796119	5.706615303154077	6.224807974295447	5.654078330701167	388.0	142.0	386.0	216.0			1.0883758003026132	0.605756399839831	0.44164085877347325
ENG1	 endo-1,3-beta-glucanase Engl1 	ucsf_hc.01_1.G217B.09874	HISTO_ZL.Contig1161e.eannot.1224.final_new	PF03639.8	Glyco_hydro_81	Glycosyl hydrolase family 81	5.496294711119677	1.5016386629290033	7.9709408642509665	4.890539674437635	815.0	40.0	6727.0	661.0			-1.9641712983293487	-2.835681584121711	2.9513124049925246
VCX1	vacuolar calcium/proton exchanger 	ucsf_hc.01_1.G217B.09879	HISTO_ZL.Contig1161e.eannot.1229.final_new	PF01699.19	Na_Ca_ex	Sodium/calcium exchanger protein	4.393509060658506	6.6855773625482895	5.017441965243731	6.93924876139398	208.0	797.0	476.0	1499.0			-0.11345804978328422	0.2995480285412304	-2.050895580971056
	30S ribosomal protein S7	ucsf_hc.01_1.G217B.09880	HISTO_ZL.Contig1161e.Fgenesh_histo.13.final_new	PF00177.16|PF06657.8	Ribosomal_S7|Cep57_MT_bd	Ribosomal protein S7p/S5e|Centrosome microtubule-binding domain of Cep57	6.454759738553903	5.381986738687275	5.504130930829372	5.701668543381481	777.0	289.0	597.0	569.0			1.461103662526472	0.23353762269271527	-0.326626397372916
	bZIP family transcription factor	ucsf_hc.01_1.G217B.09882	HISTO_ZL.Contig1161e.Fgenesh_histo.22.final_new	PF00170.16|PF07716.10|PF09786.4|PF10506.4|PF11600.3|PF07795.6|PF09770.4	bZIP_1|bZIP_2|CytochromB561_N|MCC-bdg_PDZ|CAF-1_p150|DUF1635|PAT1	bZIP transcription factor|Basic region leucine zipper|Cytochrome B561, N terminal|PDZ domain of MCC-2 bdg protein for Usher syndrome|Chromatin assembly factor 1 complex p150 subunit, N-terminal|Protein of unknown function (DUF1635)|Topoisomerase II-associated protein PAT1	4.700829305776907	1.776916664517544	8.675766657941749	8.852593650019674	97.0	10.0	2265.0	2128.0			-3.464462497362901	-6.522457558115209	-0.3059157768987326
	extracelular serine carboxypeptidase	ucsf_hc.01_1.G217B.09884	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.24.final_new	PF05577.7|PF12697.2|PF00326.16	Peptidase_S28|Abhydrolase_6|Peptidase_S9	Serine carboxypeptidase S28|Alpha/beta hydrolase family|Prolyl oligopeptidase family	0.018606110105041578	2.1800331382030493	6.085993371670371	4.891589592757071	12.0	42.0	1195.0	434.0			-5.556912406763388	-2.1583370271671005	1.0653149940924935
PHO91	SPX domain-containing protein, putative phosphate transporter	ucsf_hc.01_1.G217B.09886	HISTO_ZL.Contig1161e.Fgenesh_Aspergillus.26.final_new	PF03105.14|PF00939.14|PF03600.11	SPX|Na_sulph_symp|CitMHS	SPX domain|Sodium:sulfate symporter transmembrane region|Citrate transporter	5.667263286143588	5.277174296613581	6.142237270321179	5.865253355903842	938.0	560.0	1936.0	1328.0			0.03550087062434981	-0.034859631903339405	0.14789512959653095
		ucsf_hc.01_1.G217B.09887		PF03064.11	U79_P34	HSV U79 / HCMV P34	-1.7342726666645516	2.5266900349843704	3.865207194196135	6.60597827403888	1.0	15.0	72.0	400.0				-3.5260688116675887	-2.869859864663552
RPS8	40S ribosomal protein S8E	ucsf_hc.01_1.G217B.09891	HISTO_ZL.Contig1161e.eannot.1252.final_new	PF01201.17|PF15477.1	Ribosomal_S8e|SMAP	Ribosomal protein S8e|Small acidic protein family	8.69979812532904	9.60438357305124	9.054498990063202	9.581881278080445	1780.0	2607.0	3380.0	4049.0			0.15577399006778014	0.5757217223577165	-0.6564710728380501
	serine/threonine protein phosphatase	ucsf_hc.01_1.G217B.08107	HISTO_LY.Contig16.Fgenesh_histo.15.final_new	PF00149.23|PF12850.2	Metallophos|Metallophos_2	Calcineurin-like phosphoesterase|Calcineurin-like phosphoesterase superfamily domain	6.057654441631832	5.946532373421232	5.4404512025399105	5.549619250518502	439.0	318.0	425.0	381.0			1.1276780938938624	0.9501325502896512	-0.23825683279939813
	 chitobiase, beta-N-acetylhexosaminidase NagA 	ucsf_hc.01_1.G217B.08102	HISTO_LY.Contig16.Fgenesh_histo.9.final_new	PF00728.17|PF14845.1|PF02838.10	Glyco_hydro_20|Glycohydro_20b2|Glyco_hydro_20b	Glycosyl hydrolase family 20, catalytic domain|beta-acetyl hexosaminidase like|Glycosyl hydrolase family 20, domain 2	-1.6732715945326266	4.923974494980728	4.938677618290276	5.949419151177191	4.0	303.0	581.0	973.0			-6.101474358020962	-0.4722252288095419	-1.1398303177077214
	SH3 and Ded_cyto domain-containing protein	ucsf_hc.01_1.G217B.02158	HISTO_DK.Contig309.eannot.1023.final_new	PF14429.1|PF06920.8|PF00018.23|PF14604.1	DOCK-C2|Ded_cyto|SH3_1|SH3_9	C2 domain in Dock180 and Zizimin proteins|Dedicator of cytokinesis|SH3 domain|Variant SH3 domain	5.551809457014729	4.86173445937075	4.9406093963968605	4.624179892697679	2190.0	1062.0	2129.0	1421.0			1.1216749154198093	0.7907739940599914	0.18734071887837445
	ABC transporter	ucsf_hc.01_1.G217B.01929	HISTO_DA.Contig93-snap.315.final_new	PF00005.22|PF00664.18|PF02463.14|PF13304.1|PF13191.1|PF13401.1|PF03193.11|PF13207.1|PF01935.12|PF06414.7|PF13555.1|PF05673.8|PF12846.2|PF01926.18|PF13481.1|PF00004.24|PF01078.16	ABC_tran|ABC_membrane|SMC_N|AAA_21|AAA_16|AAA_22|DUF258|AAA_17|DUF87|Zeta_toxin|AAA_29|DUF815|AAA_10|MMR_HSR1|AAA_25|AAA|Mg_chelatase	ABC transporter|ABC transporter transmembrane region|RecF/RecN/SMC N terminal domain|AAA domain|AAA ATPase domain|AAA domain|Protein of unknown function, DUF258|AAA domain|Domain of unknown function DUF87|Zeta toxin|P-loop containing region of AAA domain|Protein of unknown function (DUF815)|AAA-like domain|50S ribosome-binding GTPase|AAA domain|ATPase family associated with various cellular activities (AAA)|Magnesium chelatase, subunit ChlI	1.4150250540178413	5.289929323359686	3.7967513883456	6.456680403664534	46.0	528.0	356.0	1870.0			-1.8712514795258177	-0.6135316529179278	-2.789017800139741
