pub_og_id	og_name	level_taxid	organism_taxid	organism_name	int_prot_id	pub_gene_id	description	"{""status"": ""ok"", ""message"": ""no clusters found"", ""data"": [], ""count"": 0}"
EOG092C5XGV	Ribosomal protein S21e	4751	559295	Lachancea thermotolerans CBS 6340	559295:000af7	C5DKL3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559297	Blastomyces dermatitidis ER-3	559297:00099f	C5GBU9	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559298	Blastomyces gilchristii SLH14081	559298:00086e	C5JR63	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559304	Millerozyma farinosa CBS 7064	559304:001fb4	Piso0_004778	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559304	Millerozyma farinosa CBS 7064	559304:001c2a	Piso0_004778	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559305	Trichophyton rubrum CBS 118892	559305:0017ba	F2SWC5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559307	Zygosaccharomyces rouxii CBS 732	559307:0005f1	C5DV15	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	559882	Trichophyton equinum CBS 127.97	559882:001280	F2PI80	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	561896	Postia placenta Mad-698-R	561896:00081b	B8PHW1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	573729	Myceliophthora thermophila ATCC 42464	573729:0013a9	G2QIT6	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	573826	Candida dubliniensis CD36	573826:0014ca	B9W6T3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	574961	Saccharomyces cerevisiae JAY291	574961:001354	RPS21B	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578454	Candida parapsilosis CDC317	578454:000df0	G8B5V0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578455	Thielavia terrestris NRRL 8126	578455:001eac	G2RCY4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578457	Serpula lacrymans var. lacrymans S7.9	578457:002feb	F8P626	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578458	Schizophyllum commune H4-8	578458:0032ff	D8PSH0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578460	Nosema ceranae BRL01	578460:000406	C4VCD2	NA	NA
EOG092C5XGV	Ribosomal protein S21e	4751	578461	Nosema bombycis CQ1	578461:00001d	R0M5I9	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	590646	Candida tenuis ATCC 10573	590646:0001d8	G3B3J5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	619300	Spathaspora passalidarum NRRL Y-27907	619300:00054d	G3ADX3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	630390	Puccinia triticina 1-1 BBBD Race 1	630390:0027ef	J3Q617	NA	NA
EOG092C5XGV	Ribosomal protein S21e	4751	643680	Saccharomyces cerevisiae EC1118	643680:001638	C8ZB82	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	643680	Saccharomyces cerevisiae EC1118	643680:000949	C8ZCM0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	644223	Komagataella pastoris GS115	644223:001352	C4R507	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	644352	Gaeumannomyces graminis var. tritici R3-111a-1	644352:001bb6	GGTG_02494	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	644358	Magnaporthiopsis poae ATCC 64411	644358:001b64	M4G9R1	NA	NA
EOG092C5XGV	Ribosomal protein S21e	4751	645133	Colletotrichum graminicola M1.001	645133:001710	E3QRV5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	647933	Trichophyton tonsurans CBS 112818	647933:001587	F2S3S0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	650164	Phanerochaete carnosa HHB-10118-sp	650164:001db4	K5UZI8	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	653446	Blastomyces dermatitidis ATCC 18188	653446:0026c6	F2TLY1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	653667	Schizosaccharomyces cryophilus OY26	653667:000646	S9X765	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	655819	Beauveria bassiana ARSEF 2860	655819:0009bc	J5JZ88	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	655827	Metarhizium acridum CQMa 102	655827:000f98	E9E6J2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	655844	Metarhizium robertsii ARSEF 23	655844:0028aa	E9EYW8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	655863	Grosmannia clavigera kw1407	655863:001a6d	F0XMQ2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	656061	Tuber melanosporum Mel28	656061:000b1a	D5GK81	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	658429	Pseudogymnoascus destructans 20631-21	658429:001e04	L8G5D7	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	660025	Fusarium oxysporum Fo5176	660025:002ce1	F9FUR5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	660122	Nectria haematococca mpVI 77-13-4	660122:00277c	C7YIT0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	663202	Trichophyton verrucosum HKI 0517	663202:001a84	D4DI51	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	663331	Arthroderma benhamiae CBS 112371	663331:000a5d	D4AVS0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	665024	Bipolaris maydis ATCC 48331	665024:00226c	N4X609	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	665024	Bipolaris maydis ATCC 48331	665024:0017ed	N4X0I8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	665079	Sclerotinia sclerotiorum 1980 UF-70	665079:0016c8	A7F2D0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	665912	Bipolaris sorokiniana ND90Pr	665912:002f11	M2SP96	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	665912	Bipolaris sorokiniana ND90Pr	665912:000f28	M2SVG5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	671144	Wallemia mellicola CBS 633.66	671144:0013f6	I4YF52	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	671987	Setosphaeria turcica Et28A	671987:001cc1	R0KEM4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	671987	Setosphaeria turcica Et28A	671987:001c0d	R0ICJ8	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	675120	Dothistroma septosporum NZE10	675120:002773	N1PRU1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	683840	Microbotryum violaceum p1A1 Lamole	683840:00038b	MVLG_00564	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	684364	Batrachochytrium dendrobatidis JAM81	684364:00186b	F4NYU7	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	692275	Sphaerulina musiva SO2202	692275:001db4	M3D7Y1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	701091	Bipolaris maydis C5	701091:00262d	M2SUM4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	701091	Bipolaris maydis C5	701091:001958	M2TPI7	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000fd1	K7_RPS21A	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	721032	Saccharomyces cerevisiae Kyokai no. 7	721032:000634	K7_RPS21B	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	743788	Fomitopsis pinicola FP-58527 SS1	743788:000175	S8FYR8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	747089	Rhizophagus irregularis DAOM 181602	747089:004d03	U9U7E2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	747676	Melampsora larici-populina 98AG31	747676:003583	F4S3S1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	756982	Arthrobotrys oligospora ATCC 24927	756982:001806	G1XE75	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	759272	Chaetomium thermophilum var. thermophilum DSM 1495	759272:0008fc	G0SI21	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	759273	Colletotrichum higginsianum IMI 349063	759273:003d44	H1VIR7	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	764103	Mixia osmundae IAM 14324	764103:000964	Mo00163	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	771870	Sordaria macrospora k-hell	771870:0017ae	F7VLY8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	858893	Exophiala dermatitidis NIH/UT8656	858893:0008de	H6BYZ3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	861557	Pyrenophora teres f. teres 0-1	861557:001824	E3RYC8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	871575	Ogataea parapolymorpha DL-1	871575:000024	E7RBW0	NA	NA
EOG092C5XGV	Ribosomal protein S21e	4751	881290	Nematocida parisii ERTm1	881290:000451	I3ENB2	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000b45	N1P0Y2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	889517	Saccharomyces cerevisiae CEN.PK113-7D	889517:000713	N1P207	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	931890	Eremothecium cymbalariae DBVPG#7215	931890:000b3e	I6ND27	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	935791	Nematocida parisii ERTm3	935791:000a41	I3EIM8	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	936435	Serpula lacrymans var. lacrymans S7.3	936435:0033b6	F8Q721	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	944018	Nematocida sp. 1 ERTm2	944018:000386	H8ZAV1	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	948595	Vavraia culicis subsp. floridensis	948595:0005fb	L2GR89	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	981350	Komagataella pastoris CBS 7435	981350:000ed6	F2QVY9	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	983506	Rhizoctonia solani AG-1 IA	983506:0028b9	L8X0M2	Transmembrane:Helical	NA
EOG092C5XGV	Ribosomal protein S21e	4751	983644	Cordyceps militaris CM01	983644:00173b	G3J7N0	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	985895	Leptosphaeria maculans JN3	985895:001ace	E4ZJJ5	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	993615	Vittaforma corneae ATCC 50505	993615:00018d	L2GN92	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	999809	Sporisorium reilianum SRZ2	999809:000fd9	E7A0U2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	999810	Botrytis cinerea T4	999810:00106a	G2YAZ7	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1003232	Edhazardia aedis USNM 41457	1003232:000fc0	J9DA07	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1028729	Fusarium pseudograminearum CS3096	1028729:002254	K3V447	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1033177	Aspergillus kawachii IFO 4308	1033177:0011b6	G7XE47	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1064592	Naumovozyma castellii CBS 4309	1064592:00002e	NCAS0I02670	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1069680	Pneumocystis murina B123	1069680:000a73	M7PAJ5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:000f18	NDAI0G06230	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071378	Naumovozyma dairenensis CBS 421	1071378:00097f	G0W714	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071380	Tetrapisispora blattae CBS 6284	1071380:000e6e	TBLA0D05730	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071381	Tetrapisispora phaffii CBS 4417	1071381:000c31	TPHA0B03050	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071382	Kazachstania africana CBS 2517	1071382:00060f	KAFR0F01970	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1071383	Kazachstania naganishii CBS 8797	1071383:001306	KNAG0C02630	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1072389	Marssonina brunnea f. sp. multigermtubi MB_m1	1072389:0020f2	K1XCK3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1076872	Torulaspora delbrueckii CBS 1146	1076872:000c2f	TDEL0H00950	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1076935	Pyronema omphalodes CBS 100304	1076935:001a08	U4LKQ1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1097556	Taphrina deformans PYCC 5710	1097556:00045f	R4X9C7	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1108050	Rhizoctonia solani AG-1 IB	1108050:00003e	RPS21	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1109443	Piriformospora indica DSM 11827	1109443:000e98	G4T6F9	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1111077	Claviceps purpurea 20.1	1111077:0013e1	M1WBR4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1116229	Glarea lozoyensis ATCC 20868	1116229:00158d	S3CD26	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1126212	Macrophomina phaseolina MS6	1126212:001181	K2RER2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1128400	Ustilago hordei Uh4857-4	1128400:00061e	I2G1A2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1130832	Rhodosporidium toruloides NP11	1130832:001587	M7X1F6	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1136231	Candida orthopsilosis Co 90-125	1136231:0011f8	H8X207	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1143189	Magnaporthe oryzae Y34	1143189:00184b	L7IKF6	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1143193	Magnaporthe oryzae P131	1143193:002b11	L7J1J2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1151754	Pseudozyma antarctica T-34	1151754:001008	M9LK26	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1168221	Coniosporium apollinis CBS 100218	1168221:001e80	R7YZG6	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1186058	Trichosporon asahii var. asahii CBS 2479	1186058:001b38	J4UD61	Transmembrane:Helical	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1206466	Wickerhamomyces ciferrii NRRL Y-1031	1206466:0008cb	K0KTJ3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1213857	Colletotrichum orbiculare MAFF 240422	1213857:001aa5	N4VB71	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1213859	Colletotrichum gloeosporioides Nara gc5	1213859:00285e	L2FWE3	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1220162	Trichosporon asahii var. asahii CBS 8904	1220162:000ecd	K1VM15	Transmembrane:Helical	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:0020a4	S2IX40	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:001898	S2JK89	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1220926	Mucor circinelloides f. circinelloides 1006PhL	1220926:000bd4	S2JNB9	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1229664	Fusarium oxysporum f. sp. cubense race 1	1229664:0017be	N4TGH8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1229665	Fusarium oxysporum f. sp. cubense race 4	1229665:002ee8	N1RAU5	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1230383	Malassezia sympodialis ATCC 42132	1230383:000408	M5ERP8	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1237896	Colletotrichum gloeosporioides Cg-14	1237896:000c8a	T0JW74	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1245528	Candida maltosa Xu316	1245528:000f71	M3JW60	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1262450	Ophiostoma piceae UAMH 11346	1262450:000b5c	S3D8N4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1279085	Fusarium fujikuroi IMI 58289	1279085:002286	S0DKL1	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1284197	Dactylellina haptotyla CBS 200.50	1284197:00065c	S8AN09	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1286976	Togninia minima UCRPA7	1286976:0011d8	R8B9D4	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1287680	Neofusicoccum parvum UCRNP2	1287680:0025ba	R1GFB2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1287681	Eutypa lata UCREL1	1287681:002b70	M7T4X2	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1290391	Botrytis cinerea BcDW1	1290391:002000	M7TNU7	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1305764	Pseudozyma hubeiensis SY62	1305764:001900	R9P5V7	Histone-fold	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1358809	Spraguea lophii 42_110	1358809:00058f	S7WAC1	Ribosomal protein S21e	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1381753	Moniliophthora roreri MCA 2997	1381753:001ab8	V2XH51	40S ribosomal protein S21	NA
EOG092C5XGV	Ribosomal protein S21e	4751	1391915	Sporothrix schenckii ATCC 58251	1391915:00147c	U7PJL0	40S ribosomal protein S21	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	72359	Trachipleistophora hominis	72359:000b03	L7JTZ6	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:001802	Q5K6Z0	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:00174c	Q5KJK5	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:001490	Q5KN11	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	214684	Cryptococcus neoformans var. neoformans JEC21	214684:000b57	Q5KKI9	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:001453	C5PAN4	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:001435	C5PG42	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:000fd3	C5PAN5	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	222929	Coccidioides posadasii C735 delta SOWgp	222929:0008ea	C5PD87	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	226230	Saccharomyces kudriavzevii IFO 1802	226230:0006f4	YJL177W	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	226230	Saccharomyces kudriavzevii IFO 1802	226230:000448	J4TWJ7	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	227321	Aspergillus nidulans FGSC A4	227321:000f18	Q5BFA5	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	227321	Aspergillus nidulans FGSC A4	227321:000de1	Q5B1P6	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	227321	Aspergillus nidulans FGSC A4	227321:0009f6	Q5BFA4	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	227321	Aspergillus nidulans FGSC A4	227321:0008b4	Q5B350	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	229533	Fusarium graminearum PH-1	229533:0027c2	I1RJK2	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	229533	Fusarium graminearum PH-1	229533:0022a2	I1S7E4	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	229533	Fusarium graminearum PH-1	229533:00071b	I1RE01	Ribosomal protein L22/L17	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	235443	Cryptococcus neoformans var. grubii H99	235443:0014bb	J9VJS4	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	235443	Cryptococcus neoformans var. grubii H99	235443:0010be	J9VX79	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	235443	Cryptococcus neoformans var. grubii H99	235443:000aef	J9VZ02	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	235443	Cryptococcus neoformans var. grubii H99	235443:000592	J9VF64	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:002071	Q5AI64	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:00201f	Q5AIZ4	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:000672	Q59SC0	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:000573	IFM3	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:00051d	RPL17B	Similarity:Belongs to the ribosomal protein L22P family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237561	Candida albicans SC5314	237561:000369	Q59Y65	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237631	Ustilago maydis 521	237631:0015b5	Q4P1M3	NA	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237631	Ustilago maydis 521	237631:000999	Q4PFP1	NA	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	237631	Ustilago maydis 521	237631:000945	Q4PER7	NA	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	240176	Coprinopsis cinerea okayama7#130	240176:000e00	D6RLD1	Similarity:Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.	NA
EOG092C4Y4L	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	4751	242507	Magnaporthe oryzae 70-15	242507:0026b1	G4MPE2	Similarity:Belongs to the ribosomal protein L22P family.	NA
